104018109673165,Sony Xperia™ smartphone,100000,220,yes,yes,user_photos share_item status_update user_location email user_website read_friendlists export_stream friends_work_history friends_subscriptions friends_birthday friends_online_presence friends_education_history public_profile sms friends_interests installed publish_checkins manage_friendlists whitelisted_offline_access video_upload user_work_history create_event create_note friends_hometown user_relationship_details xmpp_login user_online_presence friends_likes basic_info user_questions user_events user_hometown manage_pages user_subscriptions friends_notes friends_location user_photo_video_tags friends_religion_politics read_requests user_status friends_games_activity read_insights user_birthday user_groups user_notes user_friends user_relationships friends_status publish_stream user_checkins friends_activities friends_relationships friends_questions user_likes friends_relationship_details ads_management user_activities rsvp_event friends_checkins read_stream friends_photo_video_tags read_page_mailboxes photo_upload read_mailbox friends_website user_religion_politics publish_actions user_about_me friends_videos user_interests user_games_activity friends_photos friends_events friends_about_me user_videos user_education_history manage_notifications friends_groups 
290293790992170,WeChat,10000,961,yes,yes,email ads_management publish_actions public_profile installed 
267091300008193,Instagram feed tab for Pages,10000,1127,yes,yes,email ads_management manage_pages public_profile installed 
225826214141508,Draw Something,100000,369,yes,yes,email ads_management publish_actions public_profile installed 
131538103586818,Expedia,50000,835,yes,yes,email ads_management public_profile installed 
226454160829032,Asphalt 8：Airborne,100000,508,yes,yes,email ads_management public_profile installed 
202085853191582,High 5 Casino Real Slots,100000,229,yes,yes,email ads_management publish_actions public_profile installed 
201969246526783,Webcam Toy,10000,948,yes,yes,user_photos email ads_management publish_actions public_profile installed 
150241438424387,Megapolis,100000,279,yes,yes,user_birthday email ads_management publish_actions public_profile installed 
272273374460,www.peixeurbano.com.br,100000,393,yes,yes,email ads_management public_profile installed 
111411968896241,Miniclip.com,50000,719,yes,yes,user_birthday email ads_management public_profile installed 
125168500866352,Songza,100000,380,yes,yes,email ads_management publish_actions public_profile installed 
127221877343651,GroupMe,50000,555,yes,yes,email ads_management public_profile installed 
100322856680770,Rdio,50000,735,yes,yes,user_birthday user_likes email ads_management manage_pages publish_pages publish_actions public_profile installed 
691343587543479,Frozen Free Fall,100000,304,yes,yes,email ads_management publish_actions public_profile installed 
38997159460,Photobucket,50000,850,yes,yes,user_birthday user_location user_photos user_videos email ads_management publish_actions public_profile installed 
117783761627229,BuenasTareas.com,10000,1518,yes,yes,email ads_management public_profile installed 
203173226450807,CSR Racing,100000,413,yes,yes,email ads_management public_profile installed 
58567469885,The BBC website,10000,1466,yes,yes,email ads_management public_profile installed 
170286019786461,Racing Rivals,50000,614,yes,yes,email ads_management public_profile installed 
288523881080,Zomato,10000,947,yes,yes,email ads_management publish_actions public_profile installed 
99197768694,AlloCine,50000,628,yes,yes,user_birthday user_location email ads_management public_profile installed 
156616144460028,Ruzzle,100000,267,yes,yes,email ads_management publish_actions public_profile installed 
376653339098379,BigKool,50000,651,yes,yes,email ads_management public_profile installed 
17091798008,AYI,50000,725,yes,yes,user_birthday user_location user_likes user_activities user_interests user_photos user_about_me email ads_management public_profile installed 
160231364042233,Wordfeud,100000,250,yes,yes,email ads_management public_profile installed 
203568503078644,Corriere.it Social,100000,468,yes,yes,user_birthday email ads_management public_profile installed 
174961479209942,Coupons,9600,3031,yes,yes,user_birthday user_location email ads_management publish_actions public_profile installed 
165665113451029,BookMyShow (India),10000,1118,yes,yes,email ads_management public_profile installed 
134162068005,TextNow,10000,1084,yes,yes,user_birthday email ads_management public_profile installed 
137827210650,Ninja Saga,50000,802,yes,yes,email ads_management public_profile installed 
166738216681933,8tracks,50000,565,yes,yes,user_birthday user_location user_website email ads_management publish_actions public_profile installed 
227587747269298,Showroomprive.com,100000,496,yes,yes,email ads_management public_profile installed 
441863262491777,UNO ™ & Friends,100000,520,yes,yes,email ads_management publish_actions public_profile installed 
14852940614,Birthday Cards,100000,466,yes,yes,user_birthday email ads_management public_profile installed 
30708972585,CBS.com,10000,928,yes,yes,user_birthday email ads_management public_profile installed 
226887730845,filmweb,50000,553,yes,yes,user_birthday email ads_management public_profile installed 
100597660034894,Jaumo,100000,360,yes,yes,user_birthday user_hometown user_location user_likes user_activities user_events user_photos user_about_me email ads_management public_profile installed 
222161937813280,MI,10000,2468,yes,yes,user_birthday email ads_management public_profile installed 
120959154612889,Wongnai,10000,1057,yes,yes,email ads_management publish_actions public_profile installed 
160249463991765,Khan Academy,10000,1059,yes,yes,email ads_management public_profile installed 
205207189635985,Soldiers Inc.,50000,576,yes,yes,user_interests email ads_management publish_actions public_profile installed 
145634995501895,Graph API Explorer,50000,821,yes,yes,user_birthday user_religion_politics user_relationships user_relationship_details user_hometown user_location user_likes user_activities user_interests user_education_history user_work_history user_website user_groups user_managed_groups user_events user_photos user_videos user_about_me user_status user_games_activity user_posts read_stream read_mailbox read_page_mailboxes rsvp_event email ads_management read_insights manage_notifications manage_pages publish_pages publish_actions read_friendlists public_profile installed 
43211574282,MapMyRun,10000,995,yes,yes,user_birthday email ads_management publish_actions public_profile installed 
523132271032907,Zing TV,10000,935,yes,yes,email ads_management public_profile installed 
554013181278341,Green Farm 3,50000,830,yes,yes,email ads_management public_profile installed 
295666513781415,WWE.com,10000,1078,yes,yes,user_birthday email ads_management public_profile installed 
168791636471880,OLX Classifieds,50000,575,yes,yes,email ads_management public_profile installed 
218282488189771,Kongregate,50000,798,yes,yes,email ads_management public_profile installed 
116830345011417,Bayt.com,10000,1465,yes,yes,user_birthday user_hometown user_location user_activities user_education_history user_work_history user_about_me email ads_management publish_actions public_profile installed 
242829452408559,Lucky Slots,100000,463,yes,yes,email ads_management publish_actions public_profile installed 
292065597989,Adobe Photoshop Express,10000,1431,yes,yes,user_location user_photos email ads_management publish_actions public_profile installed 
203946033045102,CasinoStar - Free Slots,100000,533,yes,yes,email ads_management publish_actions public_profile installed 
151646922090,My Top Fans,10000,1868,yes,yes,user_events user_photos email ads_management manage_pages publish_pages publish_actions public_profile installed 
121082817904614,Wanelo Shopping,50000,747,yes,yes,email ads_management publish_actions public_profile installed 
88632292540,Bubbles IQ,100000,367,yes,yes,user_birthday user_location email ads_management publish_actions public_profile installed 
445331495490624,Trial Xtreme 3,10000,1536,yes,yes,email ads_management public_profile installed 
173030219493457,Panda Jam,50000,580,yes,yes,email ads_management publish_actions public_profile installed 
168935243978,ICQ Feeds,50000,592,yes,yes,user_photos share_item status_update user_location email user_website read_friendlists export_stream friends_work_history friends_subscriptions friends_birthday friends_online_presence friends_education_history public_profile sms friends_interests installed publish_checkins manage_friendlists video_upload user_work_history create_event create_note friends_hometown user_relationship_details xmpp_login user_online_presence friends_likes basic_info user_questions user_events user_hometown manage_pages user_subscriptions friends_notes friends_location user_photo_video_tags friends_religion_politics read_requests user_status friends_games_activity read_insights user_birthday user_groups user_notes user_friends user_relationships friends_status publish_stream user_checkins friends_activities friends_relationships friends_questions user_likes friends_relationship_details ads_management user_activities rsvp_event friends_checkins read_stream friends_photo_video_tags read_page_mailboxes photo_upload read_mailbox friends_website user_religion_politics publish_actions user_about_me friends_videos user_interests user_games_activity friends_photos friends_events friends_about_me user_videos user_education_history manage_notifications friends_groups
273393289342171,愛料理,50000,691,yes,yes,email ads_management public_profile installed 
247047359503,SoundHound,50000,873,yes,yes,user_birthday user_location email ads_management publish_actions public_profile installed 
149175321787833,برجك مع مـاغـي فـرح,50000,663,yes,yes,user_birthday email ads_management publish_actions public_profile installed 
123876194314735,OpenTable,10000,1779,yes,yes,email ads_management public_profile installed 
161991040493541,XFINITY,10000,1138,yes,yes,user_photos offline_access email ads_management whitelisted_offline_access public_profile installed 
252040864818831,MediasetIt,10000,1168,yes,yes,email ads_management public_profile installed 
200599083317438,Angry Words (Apalabrados),100000,366,yes,yes,email ads_management publish_actions public_profile installed 
192061350806348,Groupon Brasil,50000,626,yes,yes,email ads_management public_profile installed 
150335135013694,Poker Texas Boyaa,50000,579,yes,yes,email ads_management publish_actions public_profile installed 
230335887118237,Brave Frontier,100000,303,yes,yes,email ads_management public_profile installed 
127126554019575,Groupon Italia,50000,589,yes,yes,email ads_management public_profile installed 
243187455697579,MINDBODY,10000,903,yes,yes,email ads_management public_profile installed 
168059739963878,MakeMyTrip.com,8600,3265,yes,yes,user_birthday user_relationships user_relationship_details user_hometown user_location user_likes user_education_history user_work_history user_events user_status email ads_management public_profile installed 
530984573639523,Angry Birds Go!,10000,1013,yes,yes,email ads_management publish_actions public_profile installed 
2558160538,Flixster,10000,1389,yes,yes,email ads_management publish_actions public_profile installed 
27908961404,Lumosity,50000,674,yes,yes,user_birthday email ads_management public_profile installed 
202401199825712,Mandic magiC,10000,1645,yes,yes,email ads_management publish_actions public_profile installed 
107051471700,Chegg,50000,867,yes,yes,email ads_management public_profile installed 
502862879763648,Grand Theft Auto V,50000,797,yes,yes,email ads_management publish_actions public_profile installed 
140028286058792,Instructables,10000,1167,yes,yes,user_birthday email ads_management public_profile installed 
249997925116056,Tetris Blitz,50000,618,yes,yes,email ads_management publish_actions public_profile installed 
191851808441,minijuegos.com,10000,1458,yes,yes,user_birthday email ads_management publish_actions public_profile installed 
260890547115,The official ESPNcricinfo,50000,789,yes,yes,email ads_management public_profile installed 
2318966938,Causes,10000,2220,yes,yes,user_birthday user_religion_politics user_hometown user_location user_likes email ads_management publish_actions public_profile installed 
2405167945,ReverbNation Band Profile,10000,1619,yes,yes,user_birthday user_location email ads_management manage_pages public_profile installed 
378853695459932,niconico,10000,2164,yes,yes,user_birthday email ads_management public_profile installed 
219999261380232,Pic Stitch,10000,1145,yes,yes,user_photos user_videos email ads_management publish_actions public_profile installed 
102152066526772,Groupon France,50000,743,yes,yes,email ads_management public_profile installed 
227068630743584,Zynga Player Support,10000,1688,yes,yes,email ads_management public_profile installed 
107670239269843,Red Crucible: Firestorm,10000,2023,yes,yes,email ads_management public_profile installed 
111239619098,Bing,50000,548,yes,yes,user_birthday user_relationships user_hometown user_location user_likes user_education_history user_work_history user_events user_photos email ads_management public_profile installed 
5388815661,Ancestry,10000,2377,yes,yes,user_birthday user_relationships email ads_management public_profile installed 
217970898225812,BeKnown,10000,1202,yes,yes,offline_access email ads_management whitelisted_offline_access public_profile installed 
138146182878222,EyeEm,10000,1206,yes,yes,email ads_management manage_pages publish_pages publish_actions public_profile installed 
152780684787428,Call Of Duty®,10000,1661,yes,yes,email ads_management public_profile installed 
243956650505,Microsoft Outlook Social Connector,100000,351,yes,yes,user_friends read_stream read_mailbox email ads_management public_profile installed 
169572140835,Best Casino Slots Bingo & Poker,100000,476,yes,yes,user_birthday email ads_management publish_actions public_profile installed 
109356832549275,Camera360 Sharing,10000,2913,yes,yes,email ads_management publish_actions public_profile installed 
177538502269780,Kleiderkreisel,10000,896,yes,yes,email ads_management public_profile installed 
64571521476,FARKLE,50000,726,yes,yes,email ads_management publish_actions public_profile installed 
296867961907,Care.com,10000,1361,yes,yes,user_birthday user_location user_education_history user_photos email ads_management public_profile installed 
118836928154289,Peel,6400,4024,yes,yes,email ads_management public_profile installed 
158845517509768,hi5,10000,1860,yes,yes,user_birthday user_location email ads_management public_profile installed 
155727011143809,I AM PLAYR,10000,2363,yes,yes,user_birthday user_location email ads_management public_profile installed 
2427617054,Chess,50000,702,yes,yes,email ads_management publish_actions public_profile installed 
8109791468,Status Shuffle,10000,1604,yes,yes,user_birthday email ads_management publish_actions public_profile installed 
215716668551854,Camfrog Video Chat,10000,1640,yes,yes,user_birthday user_location email ads_management publish_actions public_profile installed 
20678178440,Poll,10000,2503,yes,yes,user_birthday user_likes email ads_management manage_pages public_profile installed 
357704261026079,School of Dragons,10000,2511,yes,yes,email ads_management public_profile installed 
120131118061981,Freelancer.com,10000,1461,yes,yes,email ads_management public_profile installed 
202127659076,Fiverr.com,10000,1112,yes,yes,user_birthday user_location user_likes email ads_management public_profile installed 
312325658799229,Airport City: Free to Fly,10000,1200,yes,yes,email ads_management publish_actions public_profile installed 
315837181868526,iWin Online,10000,1280,yes,yes,email ads_management public_profile installed 
189065144614,17Life,10000,1098,yes,yes,email ads_management public_profile installed 
176611639027113,Zynga,50000,541,yes,yes,email ads_management public_profile installed 
330854556993708,Winkal.com,10000,1618,yes,yes,user_birthday email ads_management publish_actions public_profile installed 
176047503611,piZap,10000,2397,yes,yes,email ads_management public_profile installed 
317617331662857,Perfect Kick,10000,2135,yes,yes,email ads_management public_profile installed 
2509073032,Secret Santa by Elfster,50000,856,yes,yes,email ads_management public_profile installed 
24324666158,500px,10000,2089,yes,yes,user_birthday user_location user_activities user_about_me email ads_management publish_actions public_profile installed 
356445735231,Kaskus,10000,1497,yes,yes,email ads_management public_profile installed 
327884390609542,Showstopper Basketball Beta,10000,2371,yes,yes,email ads_management public_profile installed 
159930018743,Rhapsody,10000,1435,yes,yes,email ads_management publish_actions public_profile installed 
499903096703202,Walgreens,10000,1130,yes,yes,user_activities user_photos user_about_me email ads_management public_profile installed 
186815574604,麻將─新明星3缺1網頁遊戲 免費的麻將遊戲,50000,705,yes,yes,email ads_management public_profile installed 
